Source,SeqName,Posture,Bird,Song,Block,Notes,Server,PostureStamp,PostureDuration,Posture Score,PartialStamp,PartialDuration,WingStamp,StartleStamp,LookStamp,PuffStamp,LegStamp,TimeStamp
birdview,2019-06-04-11-46-11_DMG,0,CB-R2,,1,stable;look around;leg adjustment,birdview,,,,,,,,,,,
birdview,2019-06-04-13-16-10_LB,0,CB-R2,,1,hop up; look around,birdview,,,,,,,,,,,
birdview,2019-06-04-15-46-11_BOD,0,CB-R2,,1,minimal; look around,birdview,,,,,,,,,,,
birdview,2019-06-04-17-16-12_LNR,0,CB-R2,,1,nada; look around; leg adjustment,birdview,,,,,,,,,,,
birdview,2019-06-04-18-46-12_2M,0,CB-R2,,1,Depress; look around; startle,birdview,,,,,,,,,4.399,,
birdview,2019-06-05-07-16-13_WG,0,CB-R2,,1,flying around; depress,birdview,,,,,,,,,3.64,,
birdview,2019-06-05-08-46-12_DBR,0,CB-R2,,1,flying around; look around,birdview,,,,,,,,,,,
birdview,2019-06-05-10-16-11_BOD,0,CB-R2,,1,poop; look around; ,birdview,,,,,,,,,,,
birdview,2019-06-05-11-46-11_BDY,0,CB-R2,,2,depress; leg adjustment; look around,birdview,,,,,,,,,4.2,,
birdview,2019-06-05-13-16-11_LNR,0,CB-R2,,2,nada; flyup; look around,birdview,,,,,,,,,,,
birdview,2019-06-05-15-46-13_GRG,0,CB-R2,,2,nada; leg adjustment; look around; flyup,birdview,,,,,,,,,,,
birdview,2019-06-05-17-16-10_2M,1,CB-LB2,,2,Floor; lots of wing ruffle; wingstroke,birdview,,,,4.6,,,,,,,
birdview,2019-06-05-18-46-11_ND,1,CB-LB2,,2,great cloaca;wing ruffle; leg adjustment,birdview,,,,4.719,,,,,,,
birdview,2019-06-06-07-16-11_DMG,1,CB-LB2,,2,wingstroke pre posture; leg adjustment,birdview,,,,4.259,,4.24,,,,,
birdview,2019-06-06-08-46-11_WG,1,CB-LB2,,2,wing flap right at the beginning before flying; leg adjustment;,birdview,,,,5.1,,,,,,,
birdview,2019-06-06-10-16-11_LB,0,CB-LB2,,2,floor; look around,birdview,,,,,,,,,,,
birdview,2019-06-06-11-46-11_BDY,1,CB-LB2,,3,unstable perches flying wing stroke pre posture; leg adjustment,birdview,,,,4.879,,4.219,,,,,
birdview,2019-06-06-13-16-13_DBR,0,CB-LB2,,3,movement; land,birdview,,,,,,,,,,,
birdview,2019-06-06-15-46-13_DMG,0,CB-LB2,,3,tiny possible wingstroke; look around,birdview,,,,,,3.76,,,,,
birdview,2019-06-06-17-16-11_LB,1,CB-LB2,,3,tiny possible wingstroke; leg adjustment,birdview,,,,4.74,,4.379,,,,,
birdview,2019-06-06-18-46-11_2M,0,CB-LB2,,3,nada; look around,birdview,,,,,,,,,,,
birdview,2019-06-07-07-16-13_GRG,1,CB-LB2,,3,floor; look around,birdview,,,,4.7,,,,,,,
birdview,2019-06-07-08-46-11_LNR,1,CB-LB2,,3,subtle wingstroke; leg adjustment,birdview,,,,4.916,,4.419,,,,,
birdview,2019-06-07-10-16-11_ND,0,CB-LB2,,3,flying around; land,birdview,,,,,,,,,,,
birdview,2019-06-07-11-46-11_BOD,0,CB-LB2,,3,tiny wingstroke; look around,birdview,,,,,,4.639,,,,,
birdview,2019-06-07-13-16-11_WG,1,CB-LB2,,3,floor; look around,birdview,,,,4.7,,,,,,,
birdview,2019-06-07-15-46-11_DMG,0,CB-LB2,,4,floor,birdview,,,,,,,,,,,
birdview,2019-06-07-17-16-12_2M,0,CB-LB2,,4,disrupted,birdview,,,,,,,,,,,
birdview,2019-06-07-18-46-11_LB,0,CB-LB2,,4,probably nada; look around,birdview,,,,,,,,,,,
birdview,2019-06-08-07-16-12_WG,0,CB-LB2,,4,floor; leg adjustment,birdview,4.6,12,,,,,,,,,
birdview,2019-06-08-08-46-11_LNR,1,CB-LB2,,4,wing raise;look around; leg adjustment,birdview,4.719,13,,5.02,,,,,,,
birdview,2019-06-08-10-16-12_DBR,0,CB-LB2,,4,wing flap right at the beginning before flying; look around,birdview,4.259,10,,,,,,,,,
birdview,2019-06-08-11-46-13_ND,2,CB-LB2,,4,depress partial maybe a wing stroke; look around,birdview,5.1,10,,4.759,,4.099,,,,,
birdview,2019-06-08-13-16-12_BDY,2,CB-LB2,,4,partial-wingstuff; look around,birdview,,,,4.919,,,,,,,
birdview,2019-06-08-15-46-12_GRG,2,CB-LB2,,4,very partial posture; look around; leg adjustment,birdview,4.879,8,,5,,,,,,,
birdview,2019-06-08-17-16-14_BOD,0,CB-LB2,,4,depress; leg adjustment,birdview,,,,,,,,,,,
birdview,2019-06-08-18-46-11_GRG,0,CB-LB2,,4,nada; look around,birdview,,,,,,,,,,,
birdview,2019-06-09-07-16-15_DMG,0,CB-LB2,,5,wingstrokes floor; look around; searching,birdview,4.74,6,,,,5.56,,,,,
birdview,2019-06-09-08-46-11_2M,0,CB-LB2,,5,wing strokes during movement; look around; leg adjustment,birdview,,,,,,4.5,,,,,
birdview,2019-06-09-10-16-10_LNR,0,CB-LB2,,5,depress wingy stuff; look around,birdview,4.7,7,,,,,,,4.24,,
birdview,2019-06-09-11-46-11_DBR,0,CB-LB2,,5,nada very slight wing movement right at the end; look around,birdview,4.916,1,,,,,,,,,
birdview,2019-06-09-13-16-11_BDY,1,CB-LB2,,5,lots of spreading; leg adjustment,birdview,,,,4.879,,,,,,,
birdview,2019-06-09-15-46-11_WG,0,CB-LB2,,5,floor; look around; leg adjustment,birdview,,,,,,,,,,,
birdview,2019-06-09-17-16-12_LB,0,CB-LB2,,5,leg adjustment,birdview,4.7,10,,,,,,,,,
birdview,2019-06-09-18-46-12_BOD,0,CB-LB2,,5,wingstroke,birdview,,,,,,5.08,,,4.16,,4.16
birdview,2019-06-10-07-16-13_ND,1,CB-LB2,,5,movement; leg adjustment,birdview,,,,4.04,,,,,,,
birdview,2019-06-10-08-46-13_2M,1,CB-LB2,,6,cloaca; leg adjustment; startle,birdview,,,,4.78,,,,,4.24,,4.24
birdview,2019-06-10-10-16-11_GRG,2,CB-LB2,,6,floor partial late wing maybe stroke; startle,birdview,,,,5.16,,,,,4.48,,4.48
birdview,2019-06-10-11-46-12_ND,1,CB-LB2,,6,wingstroke,birdview,5.02,8,,4.66,,4.379,,,3.98,,3.98
birdview,2019-06-10-13-16-12_LNR,1,CB-LB2,,6,upside down posture!!!!,birdview,,,,4.879,,,,,,,
birdview,2019-06-10-15-46-15_DMG,2,CB-LB2,,6,floor; look around,birdview,4.759,2,,,,,,,,,
birdview,2019-06-10-17-16-15_LB,0,CB-LB2,,6,leg adjustment,birdview,4.919,,,,,,,,4.12,,4.12
birdview,2019-06-10-18-46-12_BOD,0,CB-LB2,,6,look around,birdview,5,,,,,,,,4.16,,4.16
birdview,2019-06-11-07-16-14_BDY,1,CB-LB2,,6,leg adjustment,birdview,,,,4.9,,,,,,,
birdview,2019-06-11-08-46-12_WG,0,CB-LB2,,6,wingstroke,birdview,,,,,,4.36,,,,,
birdview,2019-06-11-10-16-11_DBR,0,CB-LB2,,6,nada,birdview,,,,,,,,,,,
birdview,2019-06-11-11-46-11_ND,1,CB-LB2,,7,nada,birdview,,,,4.839,,,,,,,
birdview,2019-06-11-13-16-12_BOD,0,CB-LB2,,7,nada,birdview,,,,,,,,,4.399,,4.399
birdview,2019-06-11-15-46-12_DBR,0,CB-LB2,,7,eating,birdview,,,,,,,,,3.64,,3.64
birdview,2019-06-11-17-16-12_GRG,0,CB-LB2,,7,eating,birdview,4.879,8,,,,,,,,,
birdview,2019-06-11-18-46-11_2M,0,CB-LB2,,7,nada,birdview,,,,,,,,,,,
birdview,2019-06-12-07-16-18_LB,0,CB-LB2,,7,nada,birdview,,,,,,,,,4.2,,4.2
birdview,2019-06-12-08-46-13_WG,0,CB-LB2,,7,wingstroke,birdview,,,,,,4.28,,,,,
birdview,2019-06-12-10-16-13_DMG,0,CB-LB2,,7,floor,birdview,4.04,8,,,,,,,,,
birdview,2019-06-12-11-46-13_LNR,1,CB-LB2,,7,moving around wing probably not stroke,birdview,4.78,10,,4.839,,,,,,,
birdview,2019-06-12-13-16-14_BDY,1,CB-LB2,,7,wingstroke,birdview,5.16,,,4.59,,4.04,,,,,
birdview,2019-06-12-15-46-13_BOD,2,CB-LB2,,8,partial,birdview,4.66,10,,4.86,,,,,,,4.24
birdview,2019-06-12-17-16-13_GRG,0,CB-LB2,,8,wing stuff on floor,birdview,4.879,6,,,,,,,,,
birdview,2019-06-12-18-46-12_DMG,0,CB-LB2,,8,nada,birdview,,,,,,,,,,,
birdview,2019-06-13-07-16-15_BDY,1,CB-LB2,,8,wingstroke,birdview,,,,4.219,,3.72,,,,,4.219
birdview,2019-06-13-08-46-14_2M,0,CB-LB2,,8,wingstroke,birdview,,,,,,4.419,,,,,
birdview,2019-06-13-10-16-14_DBR,0,CB-LB2,,8,nada,birdview,4.9,6,,,,,,,,,3.76
birdview,2019-06-13-11-46-13_LNR,0,CB-LB2,,8,slight depress,birdview,,,,,,,,,4.32,,4.379
birdview,2019-06-13-13-16-14_WG,2,CB-LB2,,8,very partial posture floor,birdview,,,,,,,,,,,
birdview,2019-06-13-15-46-15_ND,1,CB-LB2,,8,floor; wingstroke,birdview,4.839,8,,4.419,,,,,,,
birdview,2019-06-13-17-16-13_LB,0,CB-LB2,,8,Very slight de not press,birdview,,,,,,,,,,,4.419
birdview,2019-06-13-18-46-14_DBR,0,CB-LB2,,9,nada,birdview,,,,,,,,,,,
birdview,2019-06-14-07-16-18_ND,0,CB-LB2,,9,possible wing probably not a stroke but flying puff up at end,birdview,,,,,,,,,,,4.639
birdview,2019-06-14-08-46-14_LB,0,CB-LB2,,9,wingstroke,birdview,,,,,,4.4,,,,,
birdview,2019-06-14-10-16-13_LNR,0,CB-LB2,,9,slight wingstroke,birdview,,,,,,4.36,,,,,
birdview,2019-06-14-11-46-13_2M,0,CB-LB2,,9,floor eating,birdview,,,,,,,,,,,
birdview,2019-06-14-13-16-17_WG,2,CB-LB2,,9,very partial posture floor wingstroke,birdview,,,,4.58,,4.6,,,,,
birdview,2019-06-14-15-46-14_BDY,1,CB-LB2,,9,lots of fun movement stretching into wing stroke,birdview,4.839,9,,4.62,,4.08,,,,,
birdview,2019-06-14-17-16-13_DMG,0,CB-LB2,,9,depress,birdview,4.59,9,,,,,,,4.2,,
birdview,2019-06-14-18-46-14_GRG,0,CB-LB2,,9,Wingstroke leans down maybe partial maybe nothing,birdview,4.86,,,,,4.24,,,,,
birdview,2019-06-15-07-16-16_BOD,0,CB-LB2,,9,nada,birdview,,,,,,,,,4.099,,4.099
birdview,2019-06-15-08-46-15_2M,0,CB-LB2,,10,tail flips,birdview,,,,,,,,,,,
birdview,2019-06-15-10-16-14_BDY,1,CB-LB2,,10,floor,birdview,4.219,6,,5.02,,,,,,,
birdview,2019-06-15-11-46-14_GRG,2,CB-LB2,,10,floor,birdview,,,,5.319,,,,,,,
birdview,2019-06-15-13-16-14_LNR,0,CB-LB2,,10,,birdview,,,,,,,,,,,
birdview,2019-06-15-15-46-14_ND,1,CB-LB2,,10,floor,birdview,,,,4.52,,,,,,,5.56
birdview,2019-06-15-17-16-14_DBR,0,CB-LB2,,10,,birdview,,,,,,,,,,,4.5
birdview,2019-06-15-18-46-15_DMG,0,CB-LB2,,10,beak swiping,birdview,4.419,8,,,,,,,4.24,,4.24
birdview,2019-06-16-07-16-20_LB,0,CB-LB2,,10,wingstroke but flying,birdview,,,,,,,,,,,
birdview,2019-06-16-08-46-14_WG,0,CB-LB2,,10,wingstroke after flying,birdview,,,,,,,,,,,
birdview,2019-06-16-10-16-14_BOD,0,CB-LB2,,10,wingstroke after flying,birdview,,,,,,,,,,,
birdview,2019-06-17-15-46-18_BOD,0,CB-LB2,,10,wingstroke after flying,birdview,,,,,,,,,,,
birdview,2019-06-17-17-16-13_BDY,1,CB-Y2,,1,slow,birdview,,,,4.62,,,,,,,5.08
birdview,2019-06-17-18-46-14_LNR,1,CB-Y2,,1,slow,birdview,,,,4.7,,,,,,,
birdview,2019-06-18-07-16-14_ND,1,CB-Y2,,1,slow,birdview,4.58,,,4.54,,,,,,,
birdview,2019-06-18-08-46-14_2M,1,CB-Y2,,1,good cloaca,birdview,4.62,7,,4.74,,,,,,,
birdview,2019-06-18-10-16-13_LB,1,CB-Y2,,1,,birdview,,,,4.679,,,,,,,4.379
birdview,2019-06-18-11-46-13_DMG,1,CB-Y2,,1,so slow! Pre wing stretch,birdview,,,,5.12,,,,,,,
birdview,2019-06-18-13-16-14_GRG,1,CB-Y2,,1,,birdview,,,,3.439,,,,,,,
birdview,2019-06-18-15-46-15_DBR,2,CB-Y2,,1,very partial posture,birdview,,,,4.839,,,,,,,
birdview,2019-06-18-17-16-14_WG,1,CB-Y2,,1,,birdview,5.02,5,,4.679,,,,,,,
birdview,2019-06-18-18-46-13_GRG,1,CB-Y2,,2,floor,birdview,5.319,,,4.62,,,,,,,
birdview,2019-06-19-07-16-18_ND,1,CB-Y2,,2,floor,birdview,,,,4.7,,,,,,,4.36
birdview,2019-06-19-08-46-16_DBR,0,CB-Y2,,2,floor wing stuff during movement,birdview,4.52,6,,,,,,,,,
birdview,2019-06-19-10-16-14_BDY,1,CB-Y2,,2,hop up,birdview,,,,4.62,,,,,,,
birdview,2019-06-19-11-46-15_DMG,0,CB-Y2,,2,nada,birdview,,,,,,,,,,,
birdview,2019-06-19-13-16-14_LB,0,CB-Y2,,2,nada,birdview,,,,,,,,,,,
birdview,2019-06-19-15-46-14_BOD,1,CB-Y2,,2,minor depress,birdview,,,,4.339,,,,,3.58,,
birdview,2019-06-19-17-16-15_LNR,1,CB-Y2,,2,nada minor startle,birdview,,,,4.86,,,,,,,
birdview,2019-06-19-18-46-15_2M,1,CB-Y2,,2,sit up depress,birdview,,,,4.339,,,,,3.58,,
birdview,2019-06-20-07-15-33_WG,,CB-Y2,,2,missing,birdview,4.62,4,,,,,,,,,4.28
birdview,2019-06-20-08-45-23_DBR,,CB-Y2,,3,missing,birdview,4.7,4,,,,,,,,,
birdview,2019-06-20-10-15-23_BOD,,CB-Y2,,3,missing,birdview,4.54,5,,,,,,,,,
birdview,2019-06-20-11-45-23_BDY,,CB-Y2,,3,missing,birdview,4.74,6,,,,,,,,,4.04
birdview,2019-06-20-13-15-23_LNR,,CB-Y2,,3,missing,birdview,4.679,6,,,,,,,,,
birdview,2019-06-20-13-45-53_GRG,0,CB-Y2,,3,nada,birdview,5.12,4,,,,,,,,,
birdview,2019-06-20-15-46-13_2M,0,CB-Y2,,3,,birdview,3.439,4,,,,,,,,,
birdview,2019-06-20-17-16-14_ND,0,CB-Y2,,3,floor,birdview,4.839,,,,,,,,,,3.72
birdview,2019-06-20-18-46-13_DMG,0,CB-Y2,,4,nada,birdview,4.679,4,,,,,,,,,4.419
birdview,2019-06-21-07-16-14_WG,0,CB-Y2,,4,,birdview,4.62,6,,,,,,,,,
birdview,2019-06-21-08-46-14_LB,0,CB-Y2,,4,,birdview,4.7,7,,,,,,,4.32,,4.32
birdview,2019-06-21-10-16-13_BDY,1,CB-Y2,,4,,birdview,,,,4.759,,,,,,,
birdview,2019-06-21-11-46-14_DBR,0,CB-Y2,,4,,birdview,4.62,4,,,,,,,,,
birdview,2019-06-21-13-16-15_DMG,0,CB-Y2,,4,,birdview,,,,,,,,,,,
birdview,2019-06-21-15-46-14_LB,0,CB-Y2,,4,disrupted,birdview,,,,,,,,,,,
birdview,2019-06-21-17-16-13_2M,0,CB-Y2,,4,wing scratching stroke,birdview,4.339,3,,,,,,,,,
birdview,2019-06-21-18-46-14_GRG,2,CB-Y2,,5,big partial,birdview,4.86,3,,4.98,,,,,,,4.4
birdview,2019-06-22-07-16-14_LNR,0,CB-Y2,,5,,birdview,4.339,3,,,,,,,,,4.36
birdview,2019-06-22-08-46-14_ND,2,CB-Y2,,5,very partial posture,birdview,,,,,,,,,,,
birdview,2019-06-22-10-16-13_BOD,2,CB-Y2,,5,floor- extremely partial,birdview,,,,,,,,,,,4.6
birdview,2019-06-22-11-46-14_WG,1,CB-Y2,,5,,birdview,,,,4.839,,,,,,,4.08
birdview,2019-06-22-13-16-14_DMG,1,CB-Y2,,5,,birdview,,,,5.06,,,,,4.2,,4.2
birdview,2019-06-22-15-46-14_2M,1,CB-Y2,,5,wing stretch before posture,birdview,,,,4.839,,,,,,,4.24
birdview,2019-06-22-17-16-14_LB,1,CB-Y2,,5,,birdview,,,,4.6,,,,,,,
birdview,2019-06-22-18-46-13_WG,0,CB-Y2,,5,,birdview,,,,,,,,,,,
birdview,2019-06-23-07-16-14_LNR,2,CB-Y2,,5,short partial posture,birdview,,,,4.28,,,,,,,
birdview,2019-06-23-08-46-15_DBR,0,CB-Y2,,5,,birdview,,,,,,,,,,,
birdview,2019-06-23-10-16-14_ND,1,CB-Y2,,6,almost partial,birdview,,,,4.879,,,,,,,
birdview,2019-06-23-11-46-13_BDY,1,CB-Y2,,6,depress before posture,birdview,,,,4.54,,,,,4,,
birdview,2019-06-23-13-16-15_GRG,2,CB-Y2,,6,Tiny partial poop,birdview,4.759,4,,5,,,,,,,
birdview,2019-06-23-15-46-15_BOD,1,CB-Y2,,6,depress,birdview,,,,4.54,,,,,3.8,,
birdview,2019-06-23-17-16-16_GRG,0,CB-Y2,,6,eating,birdview,,,,,,,,,,,
birdview,2019-06-23-18-46-15_DMG,1,CB-Y2,,6,floor- no visibility,birdview,,,,4.259,,,,,,,
birdview,2019-06-24-07-16-16_2M,2,CB-Y2,,6,floor- partial,birdview,,,,4.4,,,,,,,
birdview,2019-06-24-08-46-13_LNR,1,CB-Y2,,6,,birdview,4.98,2,,4.94,,,,,,,
birdview,2019-06-24-10-16-15_DBR,2,CB-Y2,,6,very partial posture,birdview,,,,4.9,,,,,,,
birdview,2019-06-24-11-46-15_BDY,1,CB-Y2,,7,,birdview,,,,4.9,,,,,,,
birdview,2019-06-24-13-16-14_WG,1,CB-Y2,,7,floor,birdview,,,,4.54,,,,,,,
birdview,2019-06-24-15-46-15_LB,0,CB-Y2,,7,Wing flap no stroke after flying,birdview,4.839,3,,,,2.859,,,,,
birdview,2019-06-24-17-16-14_BOD,2,CB-Y2,,7,tiny depress before posture,birdview,5.06,3,,4.839,,,,,4.12,,
birdview,2019-06-24-18-46-15_ND,1,CB-Y2,,7,floor,birdview,4.839,5,,4.58,,,,,,,
birdview,2019-06-25-07-16-14_2M,0,CB-Y2,,7,,birdview,4.6,5,,,,,,,,,
birdview,2019-06-25-08-46-13_GRG,0,CB-Y2,,7,,birdview,,,,,,,,,,,
birdview,2019-06-25-10-16-14_ND,1,CB-Y2,,7,floor,birdview,4.28,,,4.78,,,,,,,
birdview,2019-06-25-11-46-15_LNR,2,CB-Y2,,7,super partial,birdview,,,,5.08,,,,,,,
birdview,2019-06-25-13-16-15_DMG,2,CB-Y2,,7,,birdview,4.879,2,,5.459,,,,,,,
birdview,2019-06-25-15-46-14_LB,0,CB-Y2,,7,,birdview,4.54,6,,,,,,,,,
birdview,2019-06-25-17-16-15_BOD,0,CB-Y2,,8,,birdview,5,,,,,,,,,,
birdview,2019-06-25-18-46-14_BDY,1,CB-Y2,,8,floor,birdview,4.54,3,,4.719,,,,,,,
birdview,2019-06-26-07-16-16_WG,1,CB-Y2,,8,,birdview,,,,4.299,,,,,,,
birdview,2019-06-26-08-46-14_DBR,1,CB-Y2,,8,,birdview,4.259,6,,4.719,,,,,3.58,,3.58
birdview,2019-06-26-10-16-14_ND,0,CB-Y2,,8,,birdview,4.4,,,,,,,,,,
birdview,2019-06-26-11-46-14_BOD,0,CB-Y2,,8,,birdview,4.94,3,,,,,,,3.58,,3.58
birdview,2019-06-26-13-16-13_DBR,0,CB-Y2,,8,,birdview,4.9,,,,,,,,,,
birdview,2019-06-26-15-46-13_GRG,1,CB-Y2,,8,floor,birdview,4.9,3,,4.7,,,,,,,
birdview,2019-06-26-17-16-14_2M,1,CB-Y2,,8,floor,birdview,4.54,5,,4.679,,,,,,,
birdview,2019-06-26-18-46-14_LB,1,CB-Y2,,8,floor,birdview,,,,4.82,,,,,,,
birdview,2019-06-27-07-16-18_WG,1,CB-Y2,,9,little wing stuff after offset,birdview,4.839,,,2.919,,,,,,,
birdview,2019-06-27-08-46-14_DMG,0,CB-Y2,,9,flying around,birdview,4.58,4,,,,,,,,,
birdview,2019-06-27-10-16-14_LNR,0,CB-Y2,,9,,birdview,,,,,,,,,,,
birdview,2019-06-27-11-46-16_BDY,0,CB-Y2,,9,floor,birdview,,,,,,,,,,,
birdview,2019-06-27-13-16-14_BOD,1,CB-Y2,,9,depress before posture,birdview,4.78,4,,4.94,,,,,4.299,,
birdview,2019-06-27-15-46-14_GRG,1,CB-Y2,,9,,birdview,5.08,,,4.04,,,,,,,
birdview,2019-06-27-17-16-13_DMG,1,CB-Y2,,9,,birdview,5.459,,,4.839,,,,,,,
birdview,2019-06-27-18-46-14_BDY,1,CB-Y2,,9,wingstuff pre onset,birdview,,,,4.379,,,,,,,
birdview,2019-06-28-07-16-16_2M,1,CB-Y2,,10,floor,birdview,,,,4.4,,,,,,,
birdview,2019-06-28-08-46-13_DBR,2,CB-Y2,,10,partial,birdview,4.719,4,,4.98,,,,,,,
birdview,2019-06-28-10-16-13_LNR,0,CB-Y2,,10,,birdview,4.299,1,,,,,,,,,
birdview,2019-06-28-11-46-14_WG,1,CB-Y2,,10,floor,birdview,4.719,2,,4.66,,,,,,,
birdview,2019-06-28-13-16-24_ND,1,CB-Y2,,10,,birdview,,,,2.14,,,,,,,
birdview,2019-06-28-15-46-13_LB,0,CB-Y2,,10,fly up,birdview,,,,,,,,,,,
birdview,2019-06-28-17-16-16_DBR,0,CB-Y2,,10,,birdview,,,,,,,,,,,
birdview,2019-06-28-18-46-14_ND,1,CB-Y2,,10,tiny possible wing movement,birdview,4.7,5,,4.9,,,,,,,
birdview,2019-06-29-07-16-14_LB,2,CB-Y2,,10,super partial,birdview,4.679,5,,4.58,,,,,,,
birdview,2019-06-29-08-46-14_LNR,0,CB-Y2,,10,,birdview,4.82,3,,,,,,,,,
birdview,2019-06-29-10-16-14_2M,1,CB-Y2,,11,floor,birdview,2.919,3,,4.879,,,,,,,
birdview,2019-06-29-11-46-14_WG,1,CB-Y2,,11,floor,birdview,,,,4.839,,,,,,,
birdview,2019-06-29-13-16-13_BDY,1,CB-Y2,,11,,birdview,,,,4.419,,,,,,,
birdview,2019-06-29-15-46-13_DMG,0,CB-Y2,,11,,birdview,,,,,,,,,,,
birdview,2019-06-29-17-16-15_GRG,1,CB-Y2,,11,tiny depress,birdview,4.94,4,,4.56,,4.16,,,,,
birdview,2019-06-29-18-46-15_BOD,2,CB-Y2,,12,,birdview,4.04,6,,4.679,,,,,,,
birdview,2019-06-30-07-16-14_2M,2,CB-Y2,,12,floor- nearly partial,birdview,4.839,3,,4.32,,,,,4,,4
birdview,2019-06-30-08-46-14_BDY,1,CB-Y2,,12,floor,birdview,4.379,4,,4.9,,,,,,,
birdview,2019-06-30-10-16-13_GRG,1,CB-Y2,,12,,birdview,4.4,2,,4.82,,,,,3.8,,3.8
birdview,2019-06-30-11-46-14_LNR,1,CB-Y2,,12,floor,birdview,4.98,,,4.879,,,,,,,
birdview,2019-06-30-13-16-13_ND,2,CB-Y2,,12,floor,birdview,,,,4.719,,,,,,,
birdview,2019-06-30-15-46-15_DBR,2,CB-Y2,,12,,birdview,4.66,4,,4.56,,,,,,,
birdview,2019-06-30-17-16-16_DMG,0,CB-Y2,,13,,birdview,2.14,2,,,,,,,,,
birdview,2019-06-30-18-46-14_LB,1,CB-Y2,,13,,birdview,,,,4.6,,,,,,,
birdview,2019-07-01-07-16-20_WG,1,CB-Y2,,13,cloaca,birdview,,,,2.48,,,,,,,
birdview,2019-07-01-08-46-14_BOD,2,CB-Y2,,13,partial floor,birdview,4.9,4,,5,,,,,,,
birdview,2019-07-02-11-05-18,0,males,,,,birdview,4.58,,,,,,,,,,2.859
birdview,2019-07-02-11-15-17,0,males,,,,birdview,,,,,,,,,4.12,,4.12
birdview,2019-07-02-11-47-06,0,males,,,,birdview,4.879,3,,,,,,,,,
birdview,2019-07-03-09-20-47,0,males,,,,birdview,4.839,4,,,,,,,,,
birdview,2019-07-03-09-55-34,0,males,,,,birdview,4.419,3,,,,,,,,,
birdview,2019-07-03-11-20-00,0,males,,,,birdview,,,,,,,,,,,
birdview,2019-07-03-15-16-10,0,males,,,,birdview,4.56,5,,,,,,,,,
birdview,2019-07-05-10-58-33,0,males,,,,birdview,4.679,,,,,,,,,,
birdview,2019-07-09-14-18-33,0,males,,,,birdview,4.32,1,,,,,,,,,
birdview,2019-07-09-15-00-15,0,males,,,,birdview,4.9,2,,,,,,,,,
birdview,2019-07-10-14-31-28BDY_test,0,males,,,,birdview,4.82,4,,,,,,,,,
birdview,2019-07-10-16-11-50DMG_test,0,males,,,,birdview,4.879,2,,,,,,,,,
birdview-2,2019-05-18-17-36-18_CB0,0,no bird,,,,birdview-2,4.719,,,,,,,,,,
birdview-2,2019-05-20-10-57-30_CB0,0,no bird,,,,birdview-2,4.56,,,,,,,,,,
birdview-2,2019-05-20-11-09-34_CB0,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-11-18-01_CB0,0,no bird,,,,birdview-2,4.6,5,,,,,,,,,
birdview-2,2019-05-20-11-45-59_LB-,0,no bird,,,,birdview-2,2.48,5,,,,,,,,,
birdview-2,2019-05-20-11-54-22_BDY,0,no bird,,,,birdview-2,5,,,,,,,,,,
birdview-2,2019-05-20-12-02-33_ND,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-12-06-31_LB,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-12-11-42_GRG,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-12-47-49_WG,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-12-59-09_ND,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-13-02-29_DBR,0,no bird,,,,birdview-2,,,,,,,,,4.299,,4.299
birdview-2,2019-05-20-14-17-46_BDY,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-15-47-46_DMG,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-20-17-17-45_LB,0,no bird,,,,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-07-02-45_BOD,1,CB-Red,,0,floor posture,birdview-2,,,,9.4,,,,,,,
birdview-2,2019-05-21-08-32-45_BDY,1,CB-Red,,0,floor posture,birdview-2,,,,9.2,,,,,,,
birdview-2,2019-05-21-09-02-45_LNR,0,CB-Red,,0,floor,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-10-02-46_ND,0,CB-Red,,0,floor,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-11-32-49_2M,0,CB-Red,,0,floor possible wing move stroke,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-13-02-55_LB,0,CB-Red,,0,floor,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-15-32-47_DMG,0,CB-Red,,0,floor,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-17-02-52_GRG,2,CB-Red,,0,floor- low visibility tiniest possible puff up,birdview-2,,,,,,,,,,,
birdview-2,2019-05-21-18-33-02_DBR,0,CB-Red,,0,no posture- floor- mostly out of frame tiniest imaginable wing maybe stroke,birdview-2,,,,,,,,,,,
birdview-2,2019-05-22-07-02-55_WG,0,CB-Red,,0,"no posture, floor, slight jolt",birdview-2,,,,,,,,,,,
birdview-2,2019-05-22-08-32-47_GRG,0,CB-Red,,1,floor tiny wing move stroke,birdview-2,,,,,,8.22,,,,,
