Source,SeqName,Posture,Bird,Song,Block,Notes,Server,PostureStamp,PostureDuration,Posture Score,PartialStamp,PartialDuration,WingStamp,StartleStamp,LookStamp,PuffStamp,LegStamp,TimeStamp
birdview,2017_05_25_no_bird,0,0,0,,bad,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-26-10-15-30,0,0,0,,calibration,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-30-15-57-34,0,LB6,0,0,no song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-30-16-04-48,0,LB6,BDY,1,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-09-52-19,0,LB6,BDY,2,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-10-00-21,0,LB6,BDY,3,she looks hot,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-11-39-51,0,LB6,0,4,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-11-48-24,0,LB6,0,5,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-11-57-48,1,LB6,BDY,6,big posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-13-02-21,0,LB6,BDY,7,song is quiet-one playback,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-13-05-59,0,LB6,BDY,8,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-13-37-34,0,LB6,0,9,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-13-40-42,0,LB6,0,10,0,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-14-07-36,1,LB6,BDY,11,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-14-45-50,2,LB6,BDY,12,very partial-worth looking at,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-15-49-20,0,LB6,BDY,13,perked up,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-05-31-17-03-16,0,LB6,BDY,14,sound seems off,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-08-47-39,0,LB6,0,15,delete,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-08-55-11,1,LB6,BDY,16,good cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-10-21-39,2,LB6,BDY,17,loud boom right when song is presented,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-11-17-22,0,LB6,BDY,18,puffy before-flattens out for song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-12-41-06,0,LB6,BDY,19,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-13-48-11,1,LB6,BDY,20,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-14-22-59,2,LB6,BDY,21,loud boom before song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-14-54-44,0,LB6,BDY,22,active before presentation,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-15-41-32,0,LB6,BDY,23,some startle response,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-01-17-04-28,0,LB6,BDY,24,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-09-24-31,0,LB6,0,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-09-41-24,0,LB6,0,26,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-09-44-03,0,LB6,0,27,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-09-52-08,2,LB6,BDY,28,possible worth checking,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-10-25-08,1,LB6,BDY,29,somewhat slow posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-10-56-17,0,LB6,BDY,30,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-11-21-13,0,LB6,BDY,31,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-11-35-10,0,LB6,0,32,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-11-52-30,0,LB6,BDY,33,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-12-24-31,2,LB6,BDY,34,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-12-50-11,0,LB6,BDY,35,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-14-33-49,0,LB6,BDY,36,on the floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-16-47-31,1,LB6,BDY,37,on the floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-02-19-41-25,0,LB6,0,38,dark,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-07-26-14,0,LB6,0,39,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-07-28-38,0,LB6,BDY,40,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-08-28-19,2,LB6,BDY,41,eating-beak swipe,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-09-05-41,0,LB6,0,42,scratching,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-09-29-35,0,LB6,BDY,43,puffing-beak swipe,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-10-29-47,0,LB6,BDY,44,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-03-12-14-04,0,LB6,0,45,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-04-14-09-32,0,LB6,0,46,short on floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-05-07-04-33,1,LB6,BDY,47,strong-good cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-05-08-45-48,0,LB6,BDY,48,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-05-17-06-28,0,LB6,0,49,calibration,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-05-17-11-12,0,LB6,0,50,calibration,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-09-16-57,1,LB6,BDY,51,bright on floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-09-35-27,0,LB6,0,52,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-09-35-55,0,LB6,0,53,bright short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-10-17-08,0,0,0,,broken,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-14-29-32,0,0,0,,alien noise,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-14-51-14,0,0,0,,alien noise,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-06-15-16-33,0,0,0,,sound misaligned,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-08-13-09-20,0,0,0,,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-08-13-15-58,0,LB7,BDY,0,possibly new bird,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-08-14-29-18,0,LB7,BDY,1,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-08-16-30-58,0,0,0,,dark,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-08-16-32-56,0,LB7,some talking prior,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-09-09-16-47,0,LB7,BDY,2,0,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-09-10-19-54,0,LB7,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-09-10-35-24,0,LB7,BDY,3,visibility bad,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-09-13-01-33,0,LB7,BDY,4,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-09-13-56-29,0,0,0,,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-10-20-02-22,0,0,0,,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-22-18-17-45,0,PR10,0,,"short, lighting stops sucking.",kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-23-16-00-54,0,PR10,BDY,5,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-09-00-12,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-09-23-30,0,PR10,BDY,6,eating,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-09-41-22,0,PR10,0,,talking,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-09-51-00,0,PR10,0,,dark,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-10-25-43,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-16-57-11,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-17-01-23,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-26-17-01-59,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-28-16-55-45,0,PR10,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-08-27-01,1,PR10,BDY,7,cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-10-00-21,1,PR10,BDY,8,super loud drilling-no_cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-12-01-58,1,PR10,BDY,9,cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-13-40-25,0,PR10,BDY,10,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-15-16-03,0,PR10,BDY,11,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-29-16-48-22,2,PR10,BDY,12,very very partial,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-30-10-40-51,1,PR10,BDY,13,super robust-cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-30-12-21-12,1,PR10,BDY,14,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-30-12-22-43,0,PR10,BDY,15,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-30-14-39-43,0,PR10,BDY,16,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-06-30-15-36-02,0,PR10,BDY,17,poop at the end looks like posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-03-09-57-25,0,PR10,BDY,18,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-03-12-02-17,0,PR10,BDY,19,talking in background,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-03-13-19-35,0,PR10,BDY,20,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-03-14-50-52,0,PR10,BDY,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-03-16-22-00,0,PR10,BDY,22,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-05-08-57-02,0,PR10,BDY,23,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-05-11-14-39,0,PR10,BDY,24,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-05-12-56-53,0,PR10,BDY,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-05-14-28-15,0,PR10,BDY,26,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-05-15-59-14,0,PR10,BDY,27,bit of wing action,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-06-10-04-42,0,PR10,BDY,28,some rattle,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-06-11-14-16,0,PR10,BDY,29,more rattling-wing stuff,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-06-12-45-43,0,PR10,BDY,30,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-06-14-18-18,0,PR10,BDY,31,wing vibration,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-06-15-48-43,0,PR10,BDY,32,shes definitely interested,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-07-09-50-57,0,PR10,BDY,33,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-07-11-22-58,0,PR10,BDY,34,lots of background noise-she poops,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-07-13-08-33,0,PR10,BDY,35,squaking and wing rustle,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-10-12-51-37,0,PR10,BDY,36,wing fluttering,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-10-15-41-10,0,PR10,BDY,37,some light wing fluttering,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-10-18-47-04,2,PR10,BDY,38,squak & wing rustle,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-10-19-59-43,0,PR10,BDY,39,terrible for computer vision,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-11-12-28-19,2,PR10,BDY,40,great wing flutter,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-12-09-27-04,0,PR10,BDY,41,crazy squeeking noise...,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-13-09-31-19,0,PR10,BDY,42,poops,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-13-15-45-41,0,PR10,0,43,beak swiping,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-13-15-48-12,0,PR10,BOD,44,floor bird,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-14-08-56-48,0,PR10,BDY,45,some squaking,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-14-10-43-20,0,PR10,LNR,46,some squaking-rhythmic??,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-14-12-28-26,0,PR10,BOD,47,wingstroke,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-14-17-09-56,0,PR10,BOD,48,great wing flattening example,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-17-07-55-23,0,PR10,BOD,49,lots of wing flutter,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-08-23-22,0,WH1,0,,eating,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-08-30-18,0,WH1,0,,hop hop hop,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-08-32-18,0,WH1,BOD,0,looking,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-10-30-31,0,WH1,0,,no song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-10-32-58,0,WH1,BOD,1,nice foot work,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-12-07-31,0,WH1,LNR,1,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-26-13-26-18,0,WH1,LB,1,not sure what song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-28-07-18-02,1,WH1,BOD,2,good computer vision no_cloaca,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-28-10-55-42,1,WH1,BOD,3,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-28-12-54-09,0,WH1,LB,3,not positive probably lb,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-07-05-47,0,WH1,0,,good control,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-07-07-33,0,WH1,BOD,4,great computer vision no-posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-08-58-29,0,WH1,0,,preening,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-09-01-09,1,WH1,BOD,5,starts on 1 foot-good computer vision,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-11-14-18,2,WH1,LB?,5,good false start for computer vision,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-15-44-11,0,WH1,LB?,6,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-29-17-42-42,1,WH1,BOD?,6,small posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-06-55-23,0,WH1,BOD?,7,short clip,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-06-57-20,0,WH1,BOD,8,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-08-49-35,0,WH1,0,,no song,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-08-51-37,0,WH1,BOD,9,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-12-32-27,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-12-38-34,0,WH1,LB,9,stays on one leg whole time,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-14-43-55,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-14-46-47,1,WH1,BOD?,10,good wingstroke,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-16-29-30,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-16-33-07,1,WH1,LB?,10,very short posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-18-22-18,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-30-18-24-31,1,WH1,BOD,11,good posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-07-20-12,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-07-22-30,0,WH1,BOD,12,good song no posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-09-15-22,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-09-17-39,0,WH1,LB?,12,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-11-05-10,0,WH1,0,,getting pretty ragged,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-11-06-51,2,WH1,BOD,13,short partial posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-12-38-26,0,WH1,LB?,13,video starts late,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-07-31-14-33-00,2,WH1,BOD,14,perfect wingstroke-if slow,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-01-07-49-46,1,WH1,BOD,15,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-01-11-29-57,0,WH1,BOD,16,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-01-14-53-58,0,WH1,LB?,16,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-01-15-41-22,0,WH1,BOD,17,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-02-08-56-25,1,WH1,BOD,18,good posture-wing movement,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-02-13-00-05,2,WH1,BOD,19,very partial posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-02-16-40-18,2,WH1,LB?,19,very partial posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-03-08-09-55,1,WH1,BOD,20,good posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-03-09-47-24,0,WH1,LB?,20,no clear response,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-03-13-12-10,1,WH1,BOD,21,wing stuff,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-03-14-56-12,0,WH1,LB?,21,no interest,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-04-09-16-21,0,WH1,BOD,22,eating-puffs up,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-04-13-04-48,0,WH1,LB,22,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-04-14-12-14,0,WH1,BOD,23,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-05-15-25-33,1,WH1,BOD,24,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-06-15-03-10,1,WH1,BOD,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-07-10-31-08,1,WH1,BOD,26,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-07-11-23-00,0,WH1,LB?,26,good response to song onset,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-07-13-28-07,2,WH1,BOD,27,super mini posture for computer vision,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-07-15-14-16,0,WH1,LB?,27,little wing stuff pre song onset,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-10-18-33-43,0,WH1,BOD,28,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-11-09-30-10,0,WH1,0,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-11-09-32-10,1,WH1,BOD,29,wing stuff partial posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-11-12-34-53,0,WH1,0,,cardboard enters,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-11-14-30-55,0,WH1,0,,carboard-video late,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-14-09-26-58,1,WH1,BOD,30,wing stuff prior to song...?,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-18-11-40-49,1,WH1,BOD,31,stil cardboard,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-25-17-14-45,1,WH1,BOD,32,sleepy bird-could be good for reaction but hard,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-08-29-10-16-05,0,WH1,0,,Roof fell in,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-09-26-15-47-22,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-02-12-54-37,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-02-13-06-26,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-02-13-43-59,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-04-17-53-25,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-05-11-19-39,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-10-05-11-39-07,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-21-14-14-25,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-21-14-22-08,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-21-14-38-30,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-21-15-04-52,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-22-08-31-03,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-23-08-27-37,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-24-08-53-15,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-25-08-27-40,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-26-08-27-43,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-27-08-27-41,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-29-08-28-25,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-11-30-08-28-36,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-01-08-28-37,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-04-08-28-28,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-06-08-28-27,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-08-09-22-29,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-09-09-01-39,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-10-08-59-35,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-11-09-00-03,0,finch,0,,finches,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2017-12-18-08-57-16,,,,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-16-15-47-58,1,P1,BOD,0,floor posture,kostas-ap/birds/birdview,0.4,9,1.1.0.0.1,,,,,,,,
birdview,2018-05-16-17-17-58,0,P1,LB-,0,no sound,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-06-47-58,1,P1,BDY,0,no sound,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-08-18-03,2,P1,BDY-,0,very short posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-09-48-00,0,P1,DMG,0,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-11-18-03,1,P1,LB,0,good,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-12-47-58,0,P1,LB-,1,might have been sleepy,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-14-18-01,1,P1,BOD,1,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-15-48-01,0,P1,BDY-,1,wet bird,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-17-17-18-02,1,P1,DMG,1,short,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-23-11-18-00,1,P1,BOD,2,sound is back-videos missing...floor,kostas-ap/birds/birdview,,2,,,,,,,,,
birdview,2018-05-23-12-48-02,1,P1,BDY,2,floor,kostas-ap/birds/birdview,4.962,6,,,,,,,,,
birdview,2018-05-24-11-46-16,1,P1,BOD,3,sound is now a copy,kostas-ap/birds/birdview,2.212,6,,,,,,,,,
birdview,2018-05-24-15-48-01,1,P1,BDY,3,missing some more videos,kostas-ap/birds/birdview,7.612,,,,,,,,,,
birdview,2018-05-26-08-17-58,1,P1,BDY,4,some more missing videos...,kostas-ap/birds/birdview,7.962,6,,,,,,,,,
birdview,2018-05-26-14-18-03,1,P1,BDY,5,interesting one-maybe we only saved posture,kostas-ap/birds/birdview,4.562,9,,,,,,,,,
birdview,2018-05-28-08-18-02,1,P1,BDY,6,also interesting,kostas-ap/birds/birdview,7.587,6,,,,,,,,,
birdview,2018-05-28-14-18-02,0,P1,DMG,6,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-05-29-17-17-56,1,Y1,BOD,0,floor,kostas-ap/birds/birdview,6.012,5,,,,,,,,,
birdview,2018-05-30-06-47-56,2,Y1,LB-,0,Slight posture before song onset,kostas-ap/birds/birdview,7.012,5,,,,,,,,,
birdview,2018-05-30-08-17-56,1,Y1,BDY,1,great posture-cloaca,kostas-ap/birds/birdview,6.975,7,,,,,,,,,
birdview,2018-05-30-09-47-56,1,Y1,BDY-,1,great posture-cloaca,kostas-ap/birds/birdview,6.975,6,,,,,,,,,
birdview,2018-05-30-11-17-56,1,Y1,DMG,1,great posture-cloaca,kostas-ap/birds/birdview,7.55,4,,,,,,,,,
